# x_1,x_2,Class_label
-3.25656183e+02,-7.46792208e+01,1
-2.85818511e+02,-7.82581148e+01,1
4.67940372e+02,2.69315914e+01,2
-7.63238770e+01,-1.09631724e+02,1
-3.66389776e+02,-7.32032843e+01,1
4.99840071e+02,2.82749642e+01,2
5.45479632e+02,3.88083312e+01,2
4.90695569e+02,2.51895620e+01,2
-2.24479233e+02,-9.21990291e+01,1
-3.13829760e+02,2.80041919e+01,0
-2.14664897e+02,3.44795851e+01,0
5.25768328e+02,2.99495497e+01,2
5.27365027e+02,3.27149725e+01,2
-8.79898115e+01,3.23555174e+01,0
5.68437880e+02,4.19602177e+01,2
-2.24760383e+02,3.12407258e+01,0
-9.34710058e+01,3.47704000e+01,0
5.05823702e+02,2.89259821e+01,2
-1.09427546e+02,-9.96166344e+01,1
5.64737944e+02,3.65912785e+01,2
-3.29411918e+02,4.04800480e+01,0
-7.59203989e+01,3.50259594e+01,0
-2.33731151e+02,3.11115234e+01,0
5.19057588e+02,2.93569622e+01,2
-3.27759723e+02,2.82839319e+01,0
-2.31907379e+02,-7.54640139e+01,1
-1.80162362e+02,4.02524936e+01,0
5.32309876e+02,3.24023823e+01,2
-1.92632212e+02,-9.25063250e+01,1
-1.36479607e+02,3.51975261e+01,0
-1.13645382e+02,-9.68653417e+01,1
-3.90136012e+02,3.14827244e+01,0
-4.09342953e+02,2.92257923e+01,0
-1.67607510e+02,-8.68348194e+01,1
-1.94719630e+02,-9.70457915e+01,1
-2.31131273e+02,3.67469847e+01,0
-1.61045120e+02,3.67543771e+01,0
-3.34672494e+02,2.37374253e+01,0
-3.06510389e+02,-7.95783461e+01,1
-9.85118738e+01,-1.15496069e+02,1
-1.69728260e+02,3.57174321e+01,0
-1.23774252e+02,3.76420174e+01,0
-1.25509107e+02,3.54633227e+01,0
-4.18449938e+02,-7.07397829e+01,1
5.44162008e+02,3.38914307e+01,2
5.22912216e+02,3.21931397e+01,2
-2.71533832e+02,3.44424274e+01,0
-2.75928843e+02,2.85207789e+01,0
4.73795147e+02,2.36737825e+01,2
-3.30716701e+02,2.70572202e+01,0
-1.99542600e+02,-9.35009177e+01,1
-2.42109459e+02,-9.09900311e+01,1
-1.34030902e+02,3.67010547e+01,0
-2.56379444e+02,2.33838924e+01,0
-2.16974024e+02,-8.52360747e+01,1
-3.34393737e+02,2.95466437e+01,0
-1.94123395e+02,3.53328259e+01,0
-2.18519762e+02,-8.86916304e+01,1
4.93703714e+02,2.94422587e+01,2
-2.71651348e+02,2.67181930e+01,0
5.71940402e+02,3.82287260e+01,2
-1.98800630e+02,-9.45863269e+01,1
5.59723127e+02,3.98913621e+01,2
4.74970079e+02,2.44383133e+01,2
5.77825560e+02,3.87476813e+01,2
-3.23108914e+02,2.81292037e+01,0
