# x_1,x_2,Class_label
2.59890920e-01,7.18631361e-01,0
5.33515829e-03,-1.76941186e-02,1
3.09811208e-01,-4.26641055e-01,1
1.95955424e+00,2.60266016e-01,1
-3.04073833e-01,1.03233395e+00,0
1.02200470e+00,-5.32917097e-01,1
8.72901060e-03,2.71553781e-01,1
-7.75478601e-01,1.32249467e-01,0
-1.40232470e+00,1.95804876e-02,0
1.86344239e+00,-3.50505825e-01,1
2.13937897e-01,4.69616353e-02,1
7.98122267e-01,4.28711801e-01,0
-6.64836420e-01,7.09150736e-01,0
-2.30725534e-01,9.57988374e-01,0
-4.40379683e-01,8.21186980e-01,0
5.37419605e-02,2.53390364e-01,1
-8.02947020e-01,5.70586991e-01,0
1.25632778e+00,-7.69449738e-02,1
-2.05902971e-01,6.37390165e-01,0
7.93355161e-01,-7.63634236e-01,1
4.54110466e-01,1.07614276e+00,0
-8.94270022e-01,7.57730898e-01,0
1.38407601e+00,-5.02308772e-01,1
-7.30499733e-01,3.46238976e-01,0
-6.62132288e-01,3.35555564e-01,0
1.03973253e+00,3.01853648e-01,0
-5.25481970e-01,5.84381562e-01,0
1.73243724e+00,-5.78169189e-01,1
8.91814189e-01,-7.18367673e-01,1
3.26626540e-02,7.48156855e-01,0
2.46405589e+00,8.70504148e-02,1
1.01813064e+00,4.22781073e-01,0
1.38266413e+00,9.96634919e-02,1
-1.94156168e-01,1.09193042e+00,0
1.97380679e+00,6.11425675e-01,1
-5.51084217e-01,5.82487478e-01,0
1.76865970e-01,-2.22840910e-01,1
1.75015249e+00,-2.29211240e-01,1
2.51710825e-01,-2.98631726e-01,1
1.01179144e+00,4.78251616e-01,0
1.75494736e+00,-4.96769927e-01,1
2.01976219e+00,-1.22321956e-02,1
-1.06654307e+00,4.63120983e-01,0
4.40079682e-01,-2.92549941e-01,1
-7.36628793e-01,9.61822649e-01,0
6.69430500e-01,-5.53966633e-01,1
1.79809958e+00,3.08142712e-01,1
3.03577016e-01,-2.11406083e-01,1
9.81526911e-01,-6.38600445e-01,1
3.83972406e-01,1.82402763e-01,1
9.97301052e-02,-4.71231598e-01,1
-1.01293643e+00,4.87383479e-01,0
-3.09663680e-01,9.39055858e-01,0
-7.03078475e-01,1.48839117e-01,0
-4.64676470e-02,3.04506948e-01,1
2.33992334e+00,9.12937339e-02,1
-2.50982483e-01,5.17150565e-02,0
1.12381375e+00,3.68902498e-01,0
5.16329950e-01,1.33894990e+00,0
1.31767382e+00,-3.34932851e-01,1
6.76587058e-02,-2.63481794e-01,1
1.21286514e+00,-3.94418297e-01,1
7.89458332e-02,-4.38543549e-01,1
4.23176121e-01,4.57375415e-01,0
1.57041883e+00,-3.91267811e-01,1
2.10413646e+00,2.73085912e-01,1
4.06744393e-01,7.35744927e-01,0
8.62045089e-01,-6.30159884e-01,1
5.67810418e-01,8.57379466e-01,0
1.81760863e+00,-1.04559426e-01,1
7.30487013e-01,-5.15541562e-01,1
5.38475297e-01,6.83865880e-01,0
1.22600229e+00,-6.43964709e-01,1
1.53690560e+00,6.42406758e-01,1
8.51815602e-01,-4.22610825e-01,1
2.02953689e+00,1.47190360e-01,1
