# x_1,x_2,Class_label
1.62256153e+01,9.24614490e+01,1
-1.00695964e+01,2.04900938e+02,0
1.78949858e+01,1.55184415e+02,1
1.40373363e+01,6.79837587e+01,1
-1.01539970e+01,1.83397522e+02,0
-1.16035074e+01,1.24064817e+02,0
2.07131978e+01,2.51959115e+02,1
-9.85102835e+00,2.21777266e+02,0
2.03145336e+01,2.61515453e+02,1
2.24848174e+01,2.64695844e+02,1
-1.00570147e+01,1.92238010e+02,0
-1.41849326e+01,4.60041194e+01,0
-8.01318737e+00,2.77968820e+02,0
-8.10494670e+00,2.80640504e+02,0
-1.21447972e+01,1.22840683e+02,0
1.84942902e+01,1.95159480e+02,1
-1.12244043e+01,1.58209863e+02,0
1.90584008e+01,2.01773747e+02,1
-1.12849100e+01,1.48630147e+02,0
-9.29497679e+00,2.15604331e+02,0
2.18733535e+01,2.73514048e+02,1
-9.20863875e+00,2.36365848e+02,0
-1.16440369e+01,1.33875123e+02,0
-1.50851968e+01,1.50828923e+01,0
1.61101824e+01,1.37853077e+02,1
1.85824623e+01,2.19355817e+02,1
-1.26110617e+01,9.36518945e+01,0
-1.11337642e+01,1.63640715e+02,0
1.75347439e+01,1.39347448e+02,1
-1.37551509e+01,5.25540703e+01,0
1.36112154e+01,3.23172201e+01,1
-1.26249165e+01,1.23331709e+02,0
-8.04992825e+00,2.62640203e+02,0
1.76431443e+01,1.45773271e+02,1
2.21505670e+01,2.66390872e+02,1
1.97329725e+01,2.11840570e+02,1
-9.11547866e+00,2.31075805e+02,0
1.52720055e+01,1.01523839e+02,1
1.72199317e+01,1.14638271e+02,1
1.53880938e+01,8.91823075e+01,1
-1.02279253e+01,1.97729060e+02,0
1.61582690e+01,9.91668841e+01,1
1.82656521e+01,1.45808758e+02,1
-1.13560075e+01,1.67949828e+02,0
-1.14478424e+01,1.59030003e+02,0
-1.15313114e+01,1.39247199e+02,0
2.08305550e+01,2.13197429e+02,1
1.53965932e+01,9.15654027e+01,1
-1.13693231e+01,1.46964069e+02,0
-1.49199360e+01,6.06587101e+00,0
2.19933173e+01,2.83369515e+02,1
-8.22626595e+00,2.67149960e+02,0
2.35382551e+01,3.31707521e+02,1
1.65980063e+01,1.04651320e+02,1
-1.13328209e+01,1.57274031e+02,0
-8.35266819e+00,2.65090740e+02,0
1.96604077e+01,1.72578343e+02,1
1.72980321e+01,1.54610991e+02,1
-1.28830964e+01,1.13197981e+02,0
-8.74230444e+00,2.51763664e+02,0
-1.35949576e+01,7.02727909e+01,0
1.91588569e+01,1.85978006e+02,1
1.75484624e+01,1.31506121e+02,1
-1.19730747e+01,1.11291557e+02,0
-1.15593397e+01,1.49267644e+02,0
2.01422841e+01,1.95329956e+02,1
-7.62502519e+00,2.74205381e+02,0
-1.14001833e+01,1.50918059e+02,0
1.62535364e+01,1.02772735e+02,1
1.92430609e+01,2.05023108e+02,1
1.95578124e+01,1.99337429e+02,1
-1.17647784e+01,1.23865769e+02,0
-9.17301055e+00,2.20655939e+02,0
2.31046898e+01,3.03861259e+02,1
-1.15273812e+01,1.33449413e+02,0
1.90009570e+01,1.87592675e+02,1
1.79654100e+01,1.68473694e+02,1
2.26724724e+01,2.69738725e+02,1
1.53734058e+01,7.19785040e+01,1
1.89596095e+01,2.05866181e+02,1
-1.30492927e+01,8.44391963e+01,0
1.95710297e+01,2.09110175e+02,1
2.13532790e+01,2.75623299e+02,1
-8.57786781e+00,2.44542499e+02,0
1.64471757e+01,8.94334625e+01,1
-8.43664336e+00,2.65807844e+02,0
-1.22404131e+01,1.07218367e+02,0
1.51362986e+01,9.39824250e+01,1
1.70396711e+01,1.49914568e+02,1
1.50471921e+01,1.12240445e+02,1
-1.12667902e+01,1.49607094e+02,0
-1.07932917e+01,1.63735171e+02,0
2.30401489e+01,2.91207216e+02,1
1.63758828e+01,1.19398050e+02,1
1.88020488e+01,1.80693625e+02,1
1.35306358e+01,4.31697657e+01,1
-1.09285970e+01,1.74119497e+02,0
1.98429543e+01,2.14351206e+02,1
-1.37174321e+01,5.28720839e+01,0
1.41772943e+01,4.98050657e+01,1
1.70596502e+01,1.20726334e+02,1
-1.11732366e+01,1.66832890e+02,0
-1.03510103e+01,1.92309001e+02,0
-1.10477843e+01,1.64569650e+02,0
-1.28586778e+01,8.01794989e+01,0
1.17524748e+01,-1.61357266e+01,1
-1.05078317e+01,1.74242624e+02,0
2.39038407e+01,3.42933012e+02,1
-1.02226899e+01,2.12252241e+02,0
1.96202645e+01,1.89293243e+02,1
-1.04824540e+01,1.90037580e+02,0
-9.80151011e+00,2.22155829e+02,0
1.92823670e+01,1.88174110e+02,1
-1.34184054e+01,5.81451731e+01,0
1.92562393e+01,2.38139291e+02,1
-1.33787504e+01,6.06705464e+01,0
1.95280185e+01,2.32498457e+02,1
1.85995669e+01,1.92268417e+02,1
1.54516923e+01,9.56930570e+01,1
-1.05332982e+01,1.97278428e+02,0
-1.03118968e+01,1.85115577e+02,0
-1.08712259e+01,1.61702839e+02,0
1.91815506e+01,1.85493117e+02,1
1.65254502e+01,1.30147197e+02,1
-1.16387573e+01,1.42600145e+02,0
1.69833572e+01,1.59788440e+02,1
1.88600147e+01,1.83604514e+02,1
1.58428569e+01,8.62120079e+01,1
-1.16332579e+01,1.28074489e+02,0
1.69878764e+01,1.36194722e+02,1
2.15165963e+01,2.48782603e+02,1
2.28291083e+01,2.82310336e+02,1
1.60688687e+01,1.14533176e+02,1
1.89616249e+01,2.02247179e+02,1
2.15487239e+01,2.72027339e+02,1
-1.00107169e+01,2.02280168e+02,0
1.70513281e+01,1.29895677e+02,1
-1.22955612e+01,1.10279552e+02,0
-9.33815760e+00,2.22375383e+02,0
